Subject,Relation,Object
cn:microsporum,rdfs:subClassOf,cn:fungus
cn:potato_wart_fungus,rdfs:subClassOf,cn:fungus
cn:interface_segregation_principle,rdfs:subClassOf,cn:solid
cn:carrot_cake,rdfs:subClassOf,cn:food
cn:historic_welsh_county,rdfs:subClassOf,cn:state
cn:muscle,rdfs:subClassOf,cn:meat
cn:congee,rdfs:subClassOf,cn:food
cn:meat,rdfs:subClassOf,cn:flesh
cn:pickle,rdfs:subClassOf,cn:cucumber
cn:artichokes,cn:hasProperty,cn:green
cn:violet,rdfs:subClassOf,cn:purple
cn:cabbage,rdfs:subClassOf,cn:vegetable
cn:meat,cn:receivesAction,cn:cooked_to_kill_bacteria_in
cn:cocoa_butter,rdfs:subClassOf,cn:chocolate
cn:tomato,rdfs:subClassOf,cn:fruit
cn:gland_swollen,rdfs:subClassOf,cn:living_thing
cn:ray_flesh,rdfs:subClassOf,cn:meat
cn:frikadeller,rdfs:subClassOf,cn:food
cn:pad,rdfs:subClassOf,cn:leaf
cn:starches,rdfs:subClassOf,cn:polymers_of_glucose
cn:sausage,cn:similarTo,cn:kishka
cn:black_root_rot_fungus,rdfs:subClassOf,cn:fungus
cn:bread,cn:receivesAction,cn:purchased_with_credit_card
cn:venturia,rdfs:subClassOf,cn:fungus
cn:earthtongue,rdfs:subClassOf,cn:fungus
cn:chocolate,rdfs:subClassOf,cn:brown
cn:melampsora,rdfs:subClassOf,cn:fungus
cn:pastilla,rdfs:subClassOf,cn:food
cn:bread,cn:usedFor,cn:pudding
cn:object,cn:partOf,cn:sentence
cn:dish,rdfs:subClassOf,cn:food_vessel
cn:food,rdfs:subClassOf,cn:solid
cn:piano,cn:usedFor,cn:decoration
cn:catfish_flesh,rdfs:subClassOf,cn:meat
cn:species,rdfs:subClassOf,cn:living_thing
cn:gastroboletus_scabrosus,rdfs:subClassOf,cn:fungus
cn:cheesecake,cn:instanceOf,cn:dessert
cn:grub,rdfs:subClassOf,cn:living_thing
cn:eye_color,rdfs:subClassOf,cn:color
cn:mauve,rdfs:subClassOf,cn:color
cn:carpet,cn:usedFor,cn:decoration
cn:volvariella_bombycina,rdfs:subClassOf,cn:agaric
cn:hamburger,cn:receivesAction,cn:ground_up_beef
cn:meat,cn:hasA,cn:fat
cn:affogato,rdfs:subClassOf,cn:food
cn:bovine_calf_meat,rdfs:subClassOf,cn:meat
cn:antigua_and_barbuda,rdfs:subClassOf,cn:state
cn:groom's_cake,rdfs:subClassOf,cn:food
cn:lettuce,rdfs:subClassOf,cn:raw_thing
cn:leaf,cn:partOf,cn:plant
cn:french_fries,rdfs:subClassOf,cn:food
cn:prickly_edged_leaf,rdfs:subClassOf,cn:leaf
cn:creating_art,cn:usedFor,cn:decoration
cn:peach,rdfs:subClassOf,cn:drupe
cn:food,cn:usedFor,cn:have_fight
cn:vegetable,rdfs:subClassOf,cn:produce
cn:limes,rdfs:subClassOf,cn:fruit
cn:bread,cn:usedFor,cn:baking
cn:quarter_pounder,rdfs:subClassOf,cn:hamburger
cn:miso_soup,cn:instanceOf,cn:soup
cn:unaged,cn:similarTo,cn:green
cn:irish_stew,rdfs:subClassOf,cn:food
cn:bourbon_biscuit,rdfs:subClassOf,cn:food
cn:asparagus_stalk,rdfs:subClassOf,cn:vegetable
cn:empedocles,cn:dbpedia/knownFor,cn:matter
cn:cheese,rdfs:subClassOf,cn:good_protein_food
cn:prinzregententorte,rdfs:subClassOf,cn:food
cn:yakitori,rdfs:subClassOf,cn:dish
cn:ice_cream_sandwich,rdfs:subClassOf,cn:food
cn:bread,rdfs:subClassOf,cn:usually_on_menu
cn:black_soup,rdfs:subClassOf,cn:food
cn:bananas,cn:hasProperty,cn:yellow
cn:food,cn:hasProperty,cn:very_pleasurable
cn:beef_bourguignonne,rdfs:subClassOf,cn:dish
cn:salsa,rdfs:subClassOf,cn:food
cn:fruit,cn:definedAs,cn:ovary_of_angiosperm
cn:mushroom,rdfs:subClassOf,cn:fungus
cn:urinating,cn:hasPrerequisite,cn:liquid
cn:bronze_yellow,rdfs:subClassOf,cn:yellow
cn:file,cn:usedFor,cn:shape
cn:dish,cn:createdBy,cn:chef
cn:chop_suey,rdfs:subClassOf,cn:dish
cn:state,rdfs:subClassOf,cn:administrative_district
cn:flute,cn:hasProperty,cn:solid
cn:petite_marmite,rdfs:subClassOf,cn:soup
cn:variety_meat,rdfs:subClassOf,cn:meat
cn:fireplace,cn:usedFor,cn:decoration
cn:both_cabbage_and_tomatoes,rdfs:subClassOf,cn:food
cn:produce,rdfs:subClassOf,cn:output
cn:fringed_pink,rdfs:subClassOf,cn:pink
cn:croquette,rdfs:subClassOf,cn:dish
cn:clothes,cn:hasProperty,cn:purple
cn:dehydrated_food,rdfs:subClassOf,cn:foodstuff
cn:sukiyaki,cn:instanceOf,cn:soup
cn:hypocreales,rdfs:subClassOf,cn:fungus
cn:pâté,rdfs:subClassOf,cn:food
cn:stracchino,rdfs:subClassOf,cn:cheese
cn:soap,rdfs:subClassOf,cn:object
cn:leblebi,cn:instanceOf,cn:snack_food
cn:korma,rdfs:subClassOf,cn:dish
cn:pastiera,rdfs:subClassOf,cn:food
cn:xylaria_polymorpha,rdfs:subClassOf,cn:fungus
cn:raw_vegetable,rdfs:subClassOf,cn:vegetable
cn:having_lunch,cn:hasPrerequisite,cn:food
cn:sourdough,rdfs:subClassOf,cn:food
cn:trash,rdfs:subClassOf,cn:object
cn:food,rdfs:subClassOf,cn:human_fuel
cn:grass_leaf,rdfs:subClassOf,cn:leaf
cn:osso_buco,rdfs:subClassOf,cn:dish
cn:pizza,rdfs:subClassOf,cn:finger_food
cn:meat,cn:usedFor,cn:fuel
cn:ice_cream,rdfs:subClassOf,cn:mixture
cn:macaron,rdfs:subClassOf,cn:food
cn:crisphead_lettuce,rdfs:subClassOf,cn:lettuce
cn:gift,rdfs:subClassOf,cn:object
cn:turnover,rdfs:subClassOf,cn:dish
cn:julienne,rdfs:subClassOf,cn:soup
cn:pecorino_cheese,rdfs:subClassOf,cn:cheese
cn:vegetables,cn:receivesAction,cn:eaten_without_cooking
cn:frozen_custard,rdfs:subClassOf,cn:frozen_dessert
cn:cheese,cn:capableOf,cn:age_to_liking
cn:vegetables,rdfs:subClassOf,cn:plant_matter
cn:leaf,rdfs:subClassOf,cn:plant_organ
cn:banana_bread,rdfs:subClassOf,cn:food
cn:cordyceps,rdfs:subClassOf,cn:fungus
cn:snack_food,rdfs:subClassOf,cn:food_item
cn:gill_fungus,rdfs:subClassOf,cn:basidiomycete
cn:soupd,rdfs:subClassOf,cn:food
cn:concentrate,rdfs:subClassOf,cn:foodstuff
cn:vegetables,cn:receivesAction,cn:marinated
cn:reddish_purple,rdfs:subClassOf,cn:purple
cn:dulce_de_leche,rdfs:subClassOf,cn:food
cn:orange,cn:partOf,cn:fruit
cn:taco,rdfs:subClassOf,cn:food
cn:fruit,cn:usedFor,cn:making_pie
cn:cheese,rdfs:subClassOf,cn:ingredient_in_nachos
cn:musakhan,rdfs:subClassOf,cn:food
cn:sate_hunger,cn:motivatedByGoal,cn:food
cn:organs,cn:partOf,cn:organism
cn:hasenpfeffer,rdfs:subClassOf,cn:food
cn:vegetable,cn:partOf,cn:herb
cn:plantain,rdfs:subClassOf,cn:vegetable
cn:button_pink,rdfs:subClassOf,cn:pink
cn:cos,rdfs:subClassOf,cn:lettuce
cn:fritter,rdfs:subClassOf,cn:food
cn:turkish_delight,cn:instanceOf,cn:dessert
cn:broth,rdfs:subClassOf,cn:soup
cn:dish,rdfs:subClassOf,cn:household_furnishings
cn:meat,cn:receivesAction,cn:served_at_steakhouse
cn:american_parasol,rdfs:subClassOf,cn:lepiota
cn:pholiota_flavida,rdfs:subClassOf,cn:agaric
cn:fortune_cookie,rdfs:subClassOf,cn:food
cn:neurospora,rdfs:subClassOf,cn:fungus
cn:melon,rdfs:subClassOf,cn:fruit
cn:fruit,rdfs:subClassOf,cn:important_food_source
cn:thuringian_sausage,rdfs:subClassOf,cn:food
cn:lasagne,rdfs:subClassOf,cn:food
cn:green,rdfs:subClassOf,cn:acolor
cn:damper,rdfs:subClassOf,cn:food
cn:snowflake,cn:usedFor,cn:decoration
cn:krystal,cn:dbpedia/product,cn:hamburger
cn:tremella_foliacea,rdfs:subClassOf,cn:fungus
cn:color,cn:capableOf,cn:marry_another_color
cn:rutabagas,rdfs:subClassOf,cn:vegetables
cn:convexity,rdfs:subClassOf,cn:shape
cn:idli,rdfs:subClassOf,cn:food
cn:stew_meat,rdfs:subClassOf,cn:meat
cn:entree,rdfs:subClassOf,cn:course
cn:vegetables,cn:hasProperty,cn:fresh_frozen_or_canned
cn:burger,rdfs:subClassOf,cn:food
cn:food,cn:receivesAction,cn:bought_at_market
cn:pieplant,rdfs:subClassOf,cn:vegetable
cn:vichyssoise,rdfs:subClassOf,cn:soup
cn:sausage,cn:receivesAction,cn:made_from_snakes
cn:eggdrop_soup,rdfs:subClassOf,cn:soup
cn:mafaldine,rdfs:subClassOf,cn:food
cn:flower_of_hypericum_perforatum,rdfs:subClassOf,cn:yellow
cn:caul_fat,rdfs:subClassOf,cn:food
cn:sfogliatella,rdfs:subClassOf,cn:food
cn:scallion_pancake,rdfs:subClassOf,cn:food
cn:wheel,rdfs:subClassOf,cn:object
cn:pholiota_squarrosa_adiposa,rdfs:subClassOf,cn:agaric
cn:chlorophyllum_molybdites,rdfs:subClassOf,cn:fungus
cn:tortilla,rdfs:subClassOf,cn:unleavened_bread
cn:state,cn:hasA,cn:political_leaders
cn:whole,cn:receivesAction,cn:made_up_of_parts
cn:sesame_fruit,rdfs:subClassOf,cn:fruit
cn:cos_lettuce,rdfs:subClassOf,cn:lettuce
cn:caramel,cn:instanceOf,cn:dessert
cn:potherb,rdfs:subClassOf,cn:vegetable
cn:french_fries,cn:instanceOf,cn:snack_food
cn:minibar,cn:hasA,cn:food
cn:state,cn:capableOf,cn:levy_taxes
cn:meat,cn:usedFor,cn:eating
cn:bread_crumbs,rdfs:subClassOf,cn:food
cn:eating_healthily,cn:hasPrerequisite,cn:fruit
cn:candida_parapsilosis,rdfs:subClassOf,cn:fungus
cn:bread,cn:usedFor,cn:eating
cn:escargot,rdfs:subClassOf,cn:meat
cn:hamburger,cn:receivesAction,cn:made_from_animal_flesh
cn:matter,cn:receivesAction,cn:affected_by_electrical_charge
cn:fruit,cn:usedFor,cn:making_into_juice_drink
cn:nuts,rdfs:subClassOf,cn:foodstuff
cn:pork_sausage,rdfs:subClassOf,cn:sausage
cn:region,rdfs:subClassOf,cn:state
cn:omphalina,rdfs:subClassOf,cn:fungus
cn:sage_green,rdfs:subClassOf,cn:green
cn:pen,rdfs:subClassOf,cn:object
cn:dhokla,rdfs:subClassOf,cn:food
cn:edible_olive,rdfs:subClassOf,cn:vegetable
cn:pizza,rdfs:subClassOf,cn:disc_shaped_food_item
cn:candy,rdfs:subClassOf,cn:food
cn:chocolate,cn:partOf,cn:cacao
cn:treccione_cheese,rdfs:subClassOf,cn:cheese
cn:south_dakota,rdfs:subClassOf,cn:state
cn:coffee_cake,rdfs:subClassOf,cn:food
cn:bread,cn:receivesAction,cn:eaten_with_gravy
cn:decoy,rdfs:subClassOf,cn:object
cn:fondue,rdfs:subClassOf,cn:food
cn:bánh_xèo,rdfs:subClassOf,cn:food
cn:ground_meat,rdfs:subClassOf,cn:meat
cn:bosintang,rdfs:subClassOf,cn:food
cn:helotiales,rdfs:subClassOf,cn:fungus
cn:patty_melt,rdfs:subClassOf,cn:sandwich
cn:commonwealth,rdfs:subClassOf,cn:state
cn:deodorant,rdfs:subClassOf,cn:substance
cn:split_pea_soup,rdfs:subClassOf,cn:soup
cn:north_carolina,rdfs:subClassOf,cn:state
cn:leblebi,rdfs:subClassOf,cn:food
cn:eggs_benedict,rdfs:subClassOf,cn:dish
cn:contortionion,rdfs:subClassOf,cn:living_thing
cn:welfare_state,rdfs:subClassOf,cn:state
cn:gummy_bear,rdfs:subClassOf,cn:food
cn:asymptomatic_thing,rdfs:subClassOf,cn:living_thing
cn:kenya,rdfs:subClassOf,cn:state
cn:rotelle,rdfs:subClassOf,cn:food
cn:juice,rdfs:subClassOf,cn:foodstuff
cn:breadstick,rdfs:subClassOf,cn:food
cn:capellini,rdfs:subClassOf,cn:food
cn:blancmange,rdfs:subClassOf,cn:food
cn:liquid,cn:similarTo,cn:watery
cn:hamburger,rdfs:subClassOf,cn:burger
cn:color,rdfs:subClassOf,cn:color_perception_category
cn:russian_state,rdfs:subClassOf,cn:state
cn:bread,cn:hasProperty,cn:baked_at_bakery
cn:blueberries,rdfs:subClassOf,cn:food
cn:doormat,cn:usedFor,cn:decoration
cn:mille_feuille,rdfs:subClassOf,cn:food
cn:deer_flesh,rdfs:subClassOf,cn:meat
cn:cryptococcus_neoformans,rdfs:subClassOf,cn:fungus
cn:dish,cn:usedFor,cn:hold_food
cn:hamburger,cn:similarTo,cn:soyburger
cn:ascomycota,rdfs:subClassOf,cn:fungus
cn:fruit,cn:usedFor,cn:cooking
cn:whole_body,rdfs:subClassOf,cn:living_thing
cn:animal,cn:usedFor,cn:food
cn:pineapple,rdfs:subClassOf,cn:living_thing
cn:liquid,cn:similarTo,cn:solid
cn:dish,cn:usedFor,cn:eat_food_with
cn:sashimi,rdfs:subClassOf,cn:dish
cn:matter,cn:hasProperty,cn:liquid
cn:molten_metal,rdfs:subClassOf,cn:liquid
cn:dolmas,rdfs:subClassOf,cn:dish
cn:fountain,cn:usedFor,cn:decoration
cn:bread,cn:usedFor,cn:consumption
cn:minestrone,rdfs:subClassOf,cn:food
cn:ice_cream,cn:hasA,cn:calcium
cn:synchytrium_endobioticum,rdfs:subClassOf,cn:fungus
cn:egg_yolk,rdfs:subClassOf,cn:ingredient
cn:almond,rdfs:subClassOf,cn:fruit
cn:russula,rdfs:subClassOf,cn:fungus
cn:great_britain,rdfs:subClassOf,cn:state
cn:ice_cream,rdfs:subClassOf,cn:colder_than_human_ambient_temperature
cn:angola,rdfs:subClassOf,cn:state
cn:adobo,rdfs:subClassOf,cn:dish
cn:fruit,rdfs:subClassOf,cn:good_source_of_vitamins
cn:cetraria,rdfs:subClassOf,cn:fungus
cn:blue_cheese,rdfs:subClassOf,cn:cheese
cn:meat,rdfs:subClassOf,cn:muscle
cn:varieties_of_apples,cn:hasProperty,cn:green
cn:color,cn:hasProperty,cn:more_colorful_with_low_value_contrast
cn:gyro,cn:instanceOf,cn:meat
cn:fruit,cn:hasProperty,cn:rare_and_expensive_in_japan
cn:food,cn:hasProperty,cn:very_tasteful
cn:marble_cake,rdfs:subClassOf,cn:food
cn:green,rdfs:subClassOf,cn:colour
cn:open_face_sandwich,rdfs:subClassOf,cn:sandwich
cn:bratwurst,rdfs:subClassOf,cn:food
cn:target,rdfs:subClassOf,cn:object
cn:canary_yellow,rdfs:subClassOf,cn:yellow
cn:mushroom,rdfs:subClassOf,cn:agaric
cn:pepper_steak,rdfs:subClassOf,cn:dish
cn:cortinarius,rdfs:subClassOf,cn:fungus
cn:beanbag_chair,cn:usedFor,cn:decoration
cn:andouille,rdfs:subClassOf,cn:food
cn:lecanoraceae,rdfs:subClassOf,cn:fungus
cn:cheddar_cheese,rdfs:subClassOf,cn:cheese
cn:round,rdfs:subClassOf,cn:shape
cn:bitter_chocolate,rdfs:subClassOf,cn:chocolate
cn:door,cn:hasProperty,cn:solid
cn:pease_pudding,rdfs:subClassOf,cn:food
cn:frozen_carbon_dioxide,cn:hasProperty,cn:solid
cn:food,cn:partOf,cn:food
cn:kedgeree,rdfs:subClassOf,cn:dish
cn:solferino,rdfs:subClassOf,cn:pink
cn:paska,cn:instanceOf,cn:bread
cn:gasoline,rdfs:subClassOf,cn:liquid
cn:lichen,rdfs:subClassOf,cn:fungus
cn:starving_man,cn:desires,cn:food
cn:polenta,rdfs:subClassOf,cn:food
cn:communion_wafer,rdfs:subClassOf,cn:bread
cn:ice_lolly,rdfs:subClassOf,cn:frozen_dessert
cn:tulumba,rdfs:subClassOf,cn:food
cn:coleslaw,rdfs:subClassOf,cn:food
cn:sausage_meat,rdfs:subClassOf,cn:meat
cn:white_chocolate,rdfs:subClassOf,cn:chocolate
cn:slatko,cn:instanceOf,cn:dessert
cn:ice_cream_cake,rdfs:subClassOf,cn:frozen_dessert
cn:compote,cn:instanceOf,cn:dessert
cn:octagon,rdfs:subClassOf,cn:shape
cn:kaymak,rdfs:subClassOf,cn:food
cn:jersey,rdfs:subClassOf,cn:state
cn:limburger,rdfs:subClassOf,cn:cheese
cn:pepper_pot,rdfs:subClassOf,cn:soup
cn:sausage,cn:usedFor,cn:cooking_and_eating
cn:english_muffin,rdfs:subClassOf,cn:bread
cn:tremellales,rdfs:subClassOf,cn:fungus
cn:shrimp_toast,rdfs:subClassOf,cn:food
cn:ssamjang,rdfs:subClassOf,cn:food
cn:flesh,rdfs:subClassOf,cn:color
cn:malaysia,rdfs:subClassOf,cn:state
cn:leafs,cn:hasProperty,cn:green
cn:food,cn:hasProperty,cn:spicy
cn:trail_mix,rdfs:subClassOf,cn:food
cn:mucor,rdfs:subClassOf,cn:fungus
cn:coq_au_vin,rdfs:subClassOf,cn:dish
cn:semiliquid,cn:similarTo,cn:liquid
cn:leaf,cn:usedFor,cn:capturing_sunlight_and_plant_respiration
cn:ascomycete,rdfs:subClassOf,cn:fungus
cn:tabbouleh,rdfs:subClassOf,cn:food
cn:cheese,rdfs:subClassOf,cn:dairy_product_from_cows
cn:meat,cn:hasA,cn:protein
cn:coccidioides_immitis,rdfs:subClassOf,cn:fungus
cn:matter,cn:receivesAction,cn:converted_into_energy
cn:pichia,rdfs:subClassOf,cn:fungus
cn:get,cn:hasPrerequisite,cn:produce
cn:icosahedron,rdfs:subClassOf,cn:solid
cn:maiden_pink,rdfs:subClassOf,cn:pink
cn:aspergillus,rdfs:subClassOf,cn:fungus
cn:bisque,rdfs:subClassOf,cn:food
cn:krumkake,rdfs:subClassOf,cn:food
cn:breakfast_food,rdfs:subClassOf,cn:food
cn:zrazy,rdfs:subClassOf,cn:food
cn:egg_salad,rdfs:subClassOf,cn:food
cn:rogue_state,rdfs:subClassOf,cn:state
cn:massachusetts,rdfs:subClassOf,cn:state
cn:deviled_egg,rdfs:subClassOf,cn:dish
cn:produce,rdfs:subClassOf,cn:food
cn:har_gow,rdfs:subClassOf,cn:food
cn:purple,rdfs:subClassOf,cn:mic_of_red_and_blue
cn:matter,rdfs:subClassOf,cn:anything
cn:challah,rdfs:subClassOf,cn:food
cn:cocoa_pod,rdfs:subClassOf,cn:fruit
cn:broccoli_foodstuff,rdfs:subClassOf,cn:vegetable
cn:chef_salad,rdfs:subClassOf,cn:food
cn:ice_cream,cn:hasProperty,cn:high_in_calories
cn:dish,cn:usedFor,cn:serving_liquid
cn:cake,cn:instanceOf,cn:dessert
cn:agaricomycetes,rdfs:subClassOf,cn:fungus
cn:sandwich,rdfs:subClassOf,cn:meal_commonly
cn:chili_relleno,rdfs:subClassOf,cn:course
cn:juice,cn:hasProperty,cn:liquid
cn:sobrassada,rdfs:subClassOf,cn:food
cn:dikarya,rdfs:subClassOf,cn:fungus
cn:broccoli_rabe,rdfs:subClassOf,cn:cruciferous_vegetable
cn:food,cn:receivesAction,cn:consumed
cn:croque_monsieur,rdfs:subClassOf,cn:food
cn:cup,cn:hasA,cn:liquid
cn:food,cn:hasProperty,cn:mexican
cn:living,cn:hasPrerequisite,cn:food
cn:mousse,rdfs:subClassOf,cn:dessert
cn:soap,rdfs:subClassOf,cn:solid
cn:part,rdfs:subClassOf,cn:line
cn:can,cn:usedFor,cn:food
cn:salad,rdfs:subClassOf,cn:dish
cn:corn,rdfs:subClassOf,cn:vegetable
cn:ice_cream_cone,rdfs:subClassOf,cn:frozen_dessert
cn:lobster_meat,rdfs:subClassOf,cn:meat
cn:flan,rdfs:subClassOf,cn:dessert
cn:steak_and_kidney_pie,rdfs:subClassOf,cn:meat_pie
cn:pink,rdfs:subClassOf,cn:pastel_color
cn:shirred_egg,rdfs:subClassOf,cn:dish
cn:thukpa,rdfs:subClassOf,cn:food
cn:potatoes,rdfs:subClassOf,cn:food
cn:food,cn:receivesAction,cn:passed_over_fast_food_counter
cn:mushroom,rdfs:subClassOf,cn:vegetable
cn:chocolate,cn:capableOf,cn:coat_nut
cn:sentience,rdfs:subClassOf,cn:state
cn:ladyfinger,rdfs:subClassOf,cn:food
cn:colour_of_lawns,cn:hasProperty,cn:green
cn:may_apple,rdfs:subClassOf,cn:fruit
cn:fruit,cn:createdBy,cn:plant
cn:peach,rdfs:subClassOf,cn:plant
cn:pineapple,rdfs:subClassOf,cn:fruit
cn:sukiyaki,rdfs:subClassOf,cn:food
cn:bap,rdfs:subClassOf,cn:bread
cn:dish,cn:usedFor,cn:eating_food
cn:topping,cn:partOf,cn:dish
cn:frumenty,rdfs:subClassOf,cn:food
cn:mushroom,rdfs:subClassOf,cn:living_thing
cn:ear,rdfs:subClassOf,cn:fruit
cn:kaymak,cn:instanceOf,cn:dessert
cn:chanterelle,cn:dbpedia/genus,cn:cantharellus
cn:eukaryote,rdfs:subClassOf,cn:organism
cn:tricholoma,rdfs:subClassOf,cn:fungus
cn:kefir,rdfs:subClassOf,cn:food
cn:ice_cream,cn:hasProperty,cn:served_cold
cn:black_rot,rdfs:subClassOf,cn:fungus
cn:pork_and_beans,rdfs:subClassOf,cn:dish
cn:dish,cn:usedFor,cn:eating_from
cn:hamburger,cn:similarTo,cn:lamb_burger
cn:salmon_loaf,rdfs:subClassOf,cn:fish_loaf
cn:vegetables,cn:hasProperty,cn:edible
cn:fajita,rdfs:subClassOf,cn:food
cn:sandwich_plate,rdfs:subClassOf,cn:dish
cn:ice_cream,cn:hasPrerequisite,cn:milk
cn:stoemp,rdfs:subClassOf,cn:food
cn:pythium,rdfs:subClassOf,cn:fungus
cn:egg,rdfs:subClassOf,cn:food
cn:velveeta,rdfs:subClassOf,cn:cheese
cn:carpaccio,rdfs:subClassOf,cn:food
cn:red_meat,rdfs:subClassOf,cn:meat
cn:fruit,cn:capableOf,cn:go_off
cn:animal,rdfs:subClassOf,cn:organism
cn:thuringian_sausage,cn:instanceOf,cn:sausage
cn:oil,cn:hasProperty,cn:liquid
cn:food,cn:receivesAction,cn:eatin
cn:boletus,rdfs:subClassOf,cn:fungus
cn:biscuit,rdfs:subClassOf,cn:bread
cn:sauerkraut,rdfs:subClassOf,cn:cabbage
cn:food,cn:receivesAction,cn:found_in_restaurants
cn:pizza_sauce,cn:partOf,cn:pizza
cn:maine,rdfs:subClassOf,cn:state
cn:trifle,rdfs:subClassOf,cn:food
cn:sauerbraten,rdfs:subClassOf,cn:dish
cn:ice_cream,cn:capableOf,cn:melt
cn:restaurant_and_theatre,cn:hasA,cn:food
cn:geastrum,rdfs:subClassOf,cn:fungus
cn:squash,rdfs:subClassOf,cn:fruit
cn:kumis,rdfs:subClassOf,cn:food
cn:cap,rdfs:subClassOf,cn:plant_part
cn:leaflet,rdfs:subClassOf,cn:leaf
cn:jonathan,rdfs:subClassOf,cn:fruit
cn:groom's_cake,cn:instanceOf,cn:dessert
cn:historic_scottish_county,rdfs:subClassOf,cn:state
cn:pea,rdfs:subClassOf,cn:vegetable
cn:aerobic_thing,rdfs:subClassOf,cn:living_thing
cn:french_toast,rdfs:subClassOf,cn:food
cn:north_dakota,rdfs:subClassOf,cn:state
cn:cheese,rdfs:subClassOf,cn:food_and_cook_food
cn:additive,rdfs:subClassOf,cn:substance
cn:coral,rdfs:subClassOf,cn:pink
cn:fig_leaf,rdfs:subClassOf,cn:leaf
cn:empanada,rdfs:subClassOf,cn:food
cn:petrol,rdfs:subClassOf,cn:liquid
cn:linguine,rdfs:subClassOf,cn:food
cn:fruit,rdfs:subClassOf,cn:also
cn:tables,cn:hasProperty,cn:oval
cn:fish,rdfs:subClassOf,cn:food
cn:domestic_sheep_flesh,rdfs:subClassOf,cn:meat
cn:seafood,rdfs:subClassOf,cn:meat
cn:hot_pot,rdfs:subClassOf,cn:food
cn:water,rdfs:subClassOf,cn:liquid
cn:nectarine,rdfs:subClassOf,cn:fruit
cn:iowa,rdfs:subClassOf,cn:state
cn:vegetables,rdfs:subClassOf,cn:food
cn:verticillium,rdfs:subClassOf,cn:fungus
cn:cherry_tomato,rdfs:subClassOf,cn:fruit
cn:gamboge,rdfs:subClassOf,cn:yellow
cn:ice_cream,rdfs:subClassOf,cn:tasty_food
cn:soy_sauce,rdfs:subClassOf,cn:liquid
cn:kale,rdfs:subClassOf,cn:cabbage
cn:fairy_bread,rdfs:subClassOf,cn:food
cn:summer_in_basket_where,cn:definedAs,cn:green
cn:michigan,rdfs:subClassOf,cn:state
cn:eggs,rdfs:subClassOf,cn:food
cn:kebab,rdfs:subClassOf,cn:food
cn:cheese,cn:receivesAction,cn:found_in_store
cn:sprout,rdfs:subClassOf,cn:vegetable
cn:moussaka,rdfs:subClassOf,cn:food
cn:cheddar_pink,rdfs:subClassOf,cn:pink
cn:leccinum,rdfs:subClassOf,cn:fungus
cn:broccoli,cn:hasProperty,cn:green
cn:sausage,rdfs:subClassOf,cn:foodstuff
cn:cookies_and_pies,rdfs:subClassOf,cn:food
cn:orchids,cn:hasProperty,cn:purple
cn:parmelia,rdfs:subClassOf,cn:fungus
cn:meadow_mushroom,rdfs:subClassOf,cn:agaric
cn:blancmange,cn:instanceOf,cn:dessert
cn:cream_cheese,rdfs:subClassOf,cn:cheese
cn:cheeseburger,rdfs:subClassOf,cn:food
cn:fiji,rdfs:subClassOf,cn:state
cn:timbits,rdfs:subClassOf,cn:food
cn:democrat,cn:similarTo,cn:green
cn:meat,cn:hasProperty,cn:unable_to_eaten_by_rabbits
cn:lamb_flesh,rdfs:subClassOf,cn:meat
cn:momo,rdfs:subClassOf,cn:food
cn:cone,rdfs:subClassOf,cn:shape
cn:dainty,rdfs:subClassOf,cn:nutriment
cn:rösti,rdfs:subClassOf,cn:food
cn:earn_living,cn:motivatedByGoal,cn:food
cn:mango,rdfs:subClassOf,cn:fruit
cn:pudding,rdfs:subClassOf,cn:dessert
cn:bread,cn:partOf,cn:sandwich
cn:liquid,cn:hasProperty,cn:subject_to_law_of_gravity
cn:blt,rdfs:subClassOf,cn:food
cn:fruit,cn:usedFor,cn:reproducing_plant_came_from
cn:flower,rdfs:subClassOf,cn:living_thing
cn:sandwich,rdfs:subClassOf,cn:ready_to_eat_food
cn:food,cn:receivesAction,cn:made_from_animals_or_plants
cn:at_risk,rdfs:subClassOf,cn:living_thing
cn:object,cn:capableOf,cn:fall_into_hole
cn:curd,rdfs:subClassOf,cn:foodstuff
cn:burrito,rdfs:subClassOf,cn:prepared_solid_food
cn:hamburger,cn:receivesAction,cn:ground_up_dead_cows
cn:go_to_restaurant,cn:motivatedByGoal,cn:hamburger
cn:hazelnut,rdfs:subClassOf,cn:fruit
cn:male,rdfs:subClassOf,cn:living_thing
cn:corn_chip,rdfs:subClassOf,cn:snack_food
cn:barbados,rdfs:subClassOf,cn:state
cn:coffee_cherry,rdfs:subClassOf,cn:fruit
cn:cream,rdfs:subClassOf,cn:foodstuff
cn:cheese,rdfs:subClassOf,cn:noun
cn:buying_fresh_fruits_and_vegetables,cn:usedFor,cn:food
cn:ploughman's_lunch,rdfs:subClassOf,cn:food
cn:colorado,rdfs:subClassOf,cn:state
cn:coloration,rdfs:subClassOf,cn:color
cn:cocoa,rdfs:subClassOf,cn:foodstuff
cn:kalakukko,rdfs:subClassOf,cn:food
cn:absinthe,rdfs:subClassOf,cn:green
cn:banana_peels,cn:hasProperty,cn:yellow
cn:piece,cn:partOf,cn:whole
cn:rhizopogon,rdfs:subClassOf,cn:fungus
cn:fufu,rdfs:subClassOf,cn:food
cn:sandwich,rdfs:subClassOf,cn:food
